"zcta","City","population","ZIP_CODE","PO_NAME","STATE"
"78152","Saint Hedwig",3022,"78152","Saint Hedwig","TX"
"78154","Schertz",41533,"78154","Schertz","TX"
"78155","Seguin",51772,"78155","Seguin","TX"
"78155","Seguin",51772,"78115","Geronimo","TX"
"78155","Seguin",51772,"78156","Seguin","TX"
"78159","Smiley",793,"78159","Smiley","TX"
"78160","Stockdale",4528,"78160","Stockdale","TX"
"78161","Sutherland Springs",699,"78161","Sutherland Springs","TX"
"78162","Tuleta",301,"78162","Tuleta","TX"
"78163","Bulverde",13960,"78163","Bulverde","TX"
"78164","Yorktown",3464,"78164","Yorktown","TX"
"78201","San Antonio",42005,"78201","San Antonio","TX"
"78202","San Antonio",11422,"78202","San Antonio","TX"
"78203","San Antonio",5872,"78203","San Antonio","TX"
"78204","San Antonio",11298,"78204","San Antonio","TX"
"78204","San Antonio",11298,"78283","San Antonio","TX"
"78205","San Antonio",2339,"78292","San Antonio","TX"
"78205","San Antonio",2339,"78298","San Antonio","TX"
"78205","San Antonio",2339,"78299","San Antonio","TX"
"78205","San Antonio",2339,"78294","San Antonio","TX"
"78205","San Antonio",2339,"78291","San Antonio","TX"
"78205","San Antonio",2339,"78296","San Antonio","TX"
"78205","San Antonio",2339,"78295","San Antonio","TX"
"78205","San Antonio",2339,"78293","San Antonio","TX"
"78205","San Antonio",2339,"78297","San Antonio","TX"
"78205","San Antonio",2339,"78206","San Antonio","TX"
"78205","San Antonio",2339,"78205","San Antonio","TX"
"78207","San Antonio",51705,"78207","San Antonio","TX"
"78208","San Antonio",3874,"78208","San Antonio","TX"
"78209","San Antonio",42456,"78209","San Antonio","TX"
"78210","San Antonio",33010,"78210","San Antonio","TX"
"78211","San Antonio",29976,"78211","San Antonio","TX"
"78212","San Antonio",26738,"78212","San Antonio","TX"
"78213","San Antonio",40589,"78213","San Antonio","TX"
"78214","San Antonio",22664,"78214","San Antonio","TX"
"78215","San Antonio",3644,"78215","San Antonio","TX"
"78216","San Antonio",40172,"78246","San Antonio","TX"
"78216","San Antonio",40172,"78279","San Antonio","TX"
"78216","San Antonio",40172,"78216","San Antonio","TX"
"78217","San Antonio",33562,"78285","San Antonio","TX"
"78217","San Antonio",33562,"78217","San Antonio","TX"
"78218","San Antonio",36137,"78218","San Antonio","TX"
"78219","San Antonio",16509,"78219","San Antonio","TX"
"78220","San Antonio",17749,"78220","San Antonio","TX"
"78221","San Antonio",39779,"78221","San Antonio","TX"
"78222","San Antonio",25028,"78222","San Antonio","TX"
"78223","San Antonio",55705,"78223","San Antonio","TX"
"78224","San Antonio",21759,"78224","San Antonio","TX"
"78225","San Antonio",12576,"78225","San Antonio","TX"
"78226","San Antonio",7140,"78226","San Antonio","TX"
"78227","San Antonio",46594,"78241","San Antonio","TX"
"78227","San Antonio",46594,"78227","San Antonio","TX"
"78228","San Antonio",56369,"78228","San Antonio","TX"
"78229","San Antonio",33135,"78229","San Antonio","TX"
"78230","San Antonio",42145,"78230","San Antonio","TX"
"78230","San Antonio",42145,"78280","San Antonio","TX"
"78230","San Antonio",42145,"78278","San Antonio","TX"
"78231","San Antonio",8993,"78231","San Antonio","TX"
"78232","San Antonio",35397,"78270","San Antonio","TX"
"78232","San Antonio",35397,"78232","San Antonio","TX"
"78233","San Antonio",49442,"78233","San Antonio","TX"
"78233","San Antonio",49442,"78289","San Antonio","TX"
"78233","San Antonio",49442,"78265","San Antonio","TX"
"78233","San Antonio",49442,"78284","San Antonio","TX"
"78234","Jbsa Ft Sam Houston",7464,"78234","Jbsa Ft Sam Houston","TX"
"78235","San Antonio",2307,"78235","San Antonio","TX"
"78236","Jbsa Lackland",9869,"78236","Jbsa Lackland","TX"
"78237","San Antonio",36019,"78237","San Antonio","TX"
"78238","San Antonio",26014,"78238","San Antonio","TX"
"78238","San Antonio",26014,"78268","San Antonio","TX"
"78239","San Antonio",31554,"78239","San Antonio","TX"
"78240","San Antonio",56112,"78288","San Antonio","TX"
"78240","San Antonio",56112,"78240","San Antonio","TX"
"78242","San Antonio",33294,"78242","San Antonio","TX"
"78243","San Antonio",235,"78243","San Antonio","TX"
"78244","San Antonio",35801,"78244","San Antonio","TX"
"78245","San Antonio",93031,"78245","San Antonio","TX"
"78247","San Antonio",50876,"78247","San Antonio","TX"
"78248","San Antonio",13825,"78248","San Antonio","TX"
"78249","San Antonio",56996,"78269","San Antonio","TX"
"78249","San Antonio",56996,"78249","San Antonio","TX"
"78250","San Antonio",54933,"78250","San Antonio","TX"
"78251","San Antonio",58836,"78251","San Antonio","TX"
"78252","San Antonio",17156,"78252","San Antonio","TX"
"78253","San Antonio",66589,"78253","San Antonio","TX"
"78254","San Antonio",72791,"78254","San Antonio","TX"
"78255","San Antonio",17775,"78255","San Antonio","TX"
"78256","San Antonio",13643,"78256","San Antonio","TX"
"78257","San Antonio",12173,"78257","San Antonio","TX"
"78258","San Antonio",51073,"78258","San Antonio","TX"
"78259","San Antonio",29842,"78259","San Antonio","TX"
"78260","San Antonio",37037,"78260","San Antonio","TX"
"78261","San Antonio",26971,"78261","San Antonio","TX"
"78263","San Antonio",4995,"78263","San Antonio","TX"
"78264","San Antonio",14705,"78264","San Antonio","TX"
"78266","San Antonio",7534,"78266","San Antonio","TX"
"78330","Agua Dulce",780,"78330","Agua Dulce","TX"
"78332","Alice",27152,"78333","Alice","TX"
"78332","Alice",27152,"78332","Alice","TX"
"78336","Aransas Pass",12009,"78335","Aransas Pass","TX"
"78336","Aransas Pass",12009,"78336","Aransas Pass","TX"
"78338","Armstrong",50,"78338","Armstrong","TX"
"78339","Banquete",625,"78339","Banquete","TX"
"78340","Bayside",341,"78340","Bayside","TX"
"78341","Benavides",1420,"78341","Benavides","TX"
"78342","Ben Bolt",318,"78342","Ben Bolt","TX"
"78343","Bishop",4405,"78343","Bishop","TX"
"78344","Bruni",278,"78344","Bruni","TX"
"78347","Chapman Ranch",19,"78347","Chapman Ranch","TX"
"78349","Concepcion",325,"78349","Concepcion","TX"
"78351","Driscoll",578,"78351","Driscoll","TX"
"78352","Edroy",254,"78352","Edroy","TX"
"78353","Encino",377,"78353","Encino","TX"
"78355","Falfurrias",6982,"78355","Falfurrias","TX"
"78357","Freer",2858,"78357","Freer","TX"
"78358","Fulton",1137,"78358","Fulton","TX"
"78359","Gregory",1920,"78359","Gregory","TX"
"78360","Guerra",22,"78360","Guerra","TX"
"78361","Hebbronville",4842,"78361","Hebbronville","TX"
"78362","Ingleside",10238,"78362","Ingleside","TX"
"78363","Kingsville",29391,"78363","Kingsville","TX"
"78363","Kingsville",29391,"78364","Kingsville","TX"
"78368","Mathis",8726,"78368","Mathis","TX"
"78369","Mirando City",249,"78369","Mirando City","TX"
"78370","Odem",4746,"78370","Odem","TX"
"78371","Oilton",281,"78371","Oilton","TX"
"78372","Orange Grove",5550,"78372","Orange Grove","TX"
"78373","Port Aransas",3134,"78373","Port Aransas","TX"
"78374","Portland",20281,"78374","Portland","TX"
"78375","Premont",3109,"78375","Premont","TX"
"78376","Realitos",307,"78376","Realitos","TX"
"78377","Refugio",3547,"78377","Refugio","TX"
"78379","Riviera",1624,"78379","Riviera","TX"
"78380","Robstown",23386,"78380","Robstown","TX"
"78382","Rockport",19432,"78381","Rockport","TX"
"78382","Rockport",19432,"78382","Rockport","TX"
"78383","Sandia",3757,"78383","Sandia","TX"
"78384","San Diego",5653,"78384","San Diego","TX"
"78385","Sarita",259,"78385","Sarita","TX"
"78387","Sinton",9936,"78387","Sinton","TX"
"78389","Skidmore",1535,"78389","Skidmore","TX"
"78390","Taft",5447,"78390","Taft","TX"
"78391","Tynan",261,"78391","Tynan","TX"
"78393","Woodsboro",2137,"78393","Woodsboro","TX"
"78401","Corpus Christi",4701,"78403","Corpus Christi","TX"
"78401","Corpus Christi",4701,"78401","Corpus Christi","TX"
"78402","Corpus Christi",625,"78402","Corpus Christi","TX"
"78404","Corpus Christi",15339,"78463","Corpus Christi","TX"
"78404","Corpus Christi",15339,"78404","Corpus Christi","TX"
"78405","Corpus Christi",14151,"78465","Corpus Christi","TX"
"78405","Corpus Christi",14151,"78405","Corpus Christi","TX"
"78406","Corpus Christi",1185,"78406","Corpus Christi","TX"
"78407","Corpus Christi",1649,"78407","Corpus Christi","TX"
"78408","Corpus Christi",11023,"78460","Corpus Christi","TX"
"78408","Corpus Christi",11023,"78469","Corpus Christi","TX"
"78408","Corpus Christi",11023,"78426","Corpus Christi","TX"
"78408","Corpus Christi",11023,"78408","Corpus Christi","TX"
"78409","Corpus Christi",2570,"78409","Corpus Christi","TX"
"78410","Corpus Christi",29545,"78410","Corpus Christi","TX"
"78411","Corpus Christi",26150,"78466","Corpus Christi","TX"
"78411","Corpus Christi",26150,"78411","Corpus Christi","TX"
"78411","Corpus Christi",26150,"78472","Corpus Christi","TX"
"78412","Corpus Christi",38783,"78412","Corpus Christi","TX"
"78412","Corpus Christi",38783,"78468","Corpus Christi","TX"
"78413","Corpus Christi",37531,"78413","Corpus Christi","TX"
"78413","Corpus Christi",37531,"78427","Corpus Christi","TX"
"78414","Corpus Christi",46972,"78414","Corpus Christi","TX"
"78415","Corpus Christi",38722,"78467","Corpus Christi","TX"
"78415","Corpus Christi",38722,"78415","Corpus Christi","TX"
"78416","Corpus Christi",14103,"78416","Corpus Christi","TX"
"78417","Corpus Christi",4482,"78417","Corpus Christi","TX"
"78418","Corpus Christi",31787,"78418","Corpus Christi","TX"
"78418","Corpus Christi",31787,"78480","Corpus Christi","TX"
"78419","Corpus Christi",441,"78419","Corpus Christi","TX"
"78501","Mcallen",60817,"78502","McAllen","TX"
"78501","Mcallen",60817,"78505","McAllen","TX"
"78501","Mcallen",60817,"78501","McAllen","TX"
"78503","Mcallen",23604,"78503","McAllen","TX"
"78504","Mcallen",56830,"78504","McAllen","TX"
"78516","Alamo",34506,"78516","Alamo","TX"
"78520","Brownsville",64949,"78523","Brownsville","TX"
"78520","Brownsville",64949,"78522","Brownsville","TX"
"78520","Brownsville",64949,"78520","Brownsville","TX"
"78521","Brownsville",88708,"78521","Brownsville","TX"
"78526","Brownsville",55164,"78526","Brownsville","TX"
"78535","Combes",679,"78535","Combes","TX"
"78536","Delmita",322,"78536","Delmita","TX"
"78537","Donna",51962,"78537","Donna","TX"
"78538","Edcouch",12278,"78538","Edcouch","TX"
"78539","Edinburg",37686,"78539","Edinburg","TX"
"78540","Edinburg",11,"78540","Edinburg","TX"
"78541","Edinburg",48513,"78541","Edinburg","TX"
"78542","Edinburg",84678,"78542","Edinburg","TX"
"78543","Elsa",7535,"78543","Elsa","TX"
"78545","Falcon Heights",762,"78545","Falcon Heights","TX"
"78547","Garciasville",413,"78547","Garciasville","TX"
"78548","Grulla",1296,"78548","Grulla","TX"
"78549","Hargill",872,"78549","Hargill","TX"
"78550","Harlingen",56038,"78550","Harlingen","TX"
"78550","Harlingen",56038,"78551","Harlingen","TX"
"78550","Harlingen",56038,"78553","Harlingen","TX"
"78552","Harlingen",38474,"78552","Harlingen","TX"
"78557","Hidalgo",13986,"78557","Hidalgo","TX"
"78558","La Blanca",388,"78558","La Blanca","TX"
"78559","La Feria",12533,"78559","La Feria","TX"
"78560","La Joya",4815,"78560","La Joya","TX"
"78561","Lasara",768,"78561","Lasara","TX"
"78562","La Villa",3081,"78562","La Villa","TX"
"78563","Linn",201,"78563","Linn","TX"
"78564","Lopeno",103,"78564","Lopeno","TX"
"78565","Los Ebanos",319,"78565","Los Ebanos","TX"
"78566","Los Fresnos",23704,"78566","Los Fresnos","TX"
"78567","Los Indios",544,"78567","Los Indios","TX"
"78569","Lyford",3821,"78569","Lyford","TX"
"78570","Mercedes",32950,"78570","Mercedes","TX"
"78572","Mission",78280,"78572","Mission","TX"
"78573","Mission",42229,"78573","Mission","TX"
"78574","Mission",63627,"78574","Mission","TX"
"78575","Olmito",5270,"78575","Olmito","TX"
"78576","Penitas",13901,"78576","Penitas","TX"
"78577","Pharr",79937,"78577","Pharr","TX"
"78578","Port Isabel",10076,"78578","Port Isabel","TX"
"78579","Progreso",2637,"78579","Progreso","TX"
"78580","Raymondville",13208,"78580","Raymondville","TX"
"78582","Rio Grande City",43253,"78582","Rio Grande City","TX"
"78583","Rio Hondo",5869,"78583","Rio Hondo","TX"
"78584","Roma",19373,"78584","Roma","TX"
"78585","Salineno",4,"78585","Salineno","TX"
"78586","San Benito",50135,"78568","Lozano","TX"
"78586","San Benito",50135,"78586","San Benito","TX"
"78588","San Isidro",168,"78588","San Isidro","TX"
"78589","San Juan",38987,"78589","San Juan","TX"
"78590","San Perlita",468,"78590","San Perlita","TX"
"78591","Santa Elena",341,"78591","Santa Elena","TX"
"78592","Santa Maria",765,"78592","Santa Maria","TX"
"78593","Santa Rosa",5541,"78593","Santa Rosa","TX"
"78594","Sebastian",1796,"78594","Sebastian","TX"
"78595","Sullivan City",6304,"78595","Sullivan City","TX"
"78596","Weslaco",37329,"78596","Weslaco","TX"
"78597","South Padre Island",2479,"78597","South Padre Island","TX"
"78598","Port Mansfield",319,"78598","Port Mansfield","TX"
"78599","Weslaco",32500,"78599","Weslaco","TX"
"78602","Bastrop",33759,"78602","Bastrop","TX"
"78605","Bertram",6246,"78605","Bertram","TX"
"78606","Blanco",5875,"78606","Blanco","TX"
"78607","Bluffton",180,"78607","Bluffton","TX"
"78608","Briggs",519,"78608","Briggs","TX"
"78609","Buchanan Dam",1827,"78609","Buchanan Dam","TX"
"78610","Buda",45134,"78610","Buda","TX"
"78611","Burnet",14839,"78611","Burnet","TX"
"78612","Cedar Creek",16265,"78612","Cedar Creek","TX"
"78613","Cedar Park",89279,"78613","Cedar Park","TX"
"78613","Cedar Park",89279,"78630","Cedar Park","TX"
"78614","Cost",459,"78614","Cost","TX"
"78615","Coupland",1694,"78615","Coupland","TX"
"78616","Dale",11605,"78616","Dale","TX"
"78617","Del Valle",28832,"78617","Del Valle","TX"
"78618","Doss",256,"78618","Doss","TX"
"78619","Driftwood",5819,"78619","Driftwood","TX"
"78620","Dripping Springs",20493,"78620","Dripping Springs","TX"
"78621","Elgin",27275,"78621","Elgin","TX"
"78622","Fentress",340,"78622","Fentress","TX"
"78623","Fischer",1670,"78623","Fischer","TX"
"78624","Fredericksburg",23080,"78624","Fredericksburg","TX"
"78626","Georgetown",39935,"78673","Walburg","TX"
"78626","Georgetown",39935,"78626","Georgetown","TX"
"78626","Georgetown",39935,"78627","Georgetown","TX"
"78628","Georgetown",40378,"78628","Georgetown","TX"
"78629","Gonzales",12046,"77967","Hochheim","TX"
"78629","Gonzales",12046,"78629","Gonzales","TX"
"78629","Gonzales",12046,"78604","Belmont","TX"
"78631","Harper",2698,"78631","Harper","TX"
"78632","Harwood",990,"78632","Harwood","TX"
"78633","Georgetown",27736,"78633","Georgetown","TX"
"78634","Hutto",37951,"78634","Hutto","TX"
"78635","Hye",110,"78635","Hye","TX"
"78636","Johnson City",3894,"78636","Johnson City","TX"
"78638","Kingsbury",2381,"78638","Kingsbury","TX"
"78639","Kingsland",8365,"78639","Kingsland","TX"
"78640","Kyle",64539,"78640","Kyle","TX"
"78641","Leander",83426,"78646","Leander","TX"
"78641","Leander",83426,"78641","Leander","TX"
"78642","Liberty Hill",20385,"78642","Liberty Hill","TX"
"78643","Llano",6453,"78643","Llano","TX"
"78644","Lockhart",20813,"78644","Lockhart","TX"
"78645","Leander",14051,"78645","Leander","TX"
"78648","Luling",8167,"78648","Luling","TX"
"78650","Mc Dade",1918,"78650","Mc Dade","TX"
"78652","Manchaca",5831,"78652","Manchaca","TX"
"78653","Manor",31167,"78653","Manor","TX"
"78654","Marble Falls",19698,"78654","Marble Falls","TX"
"78655","Martindale",2910,"78655","Martindale","TX"
"78656","Maxwell",2596,"78656","Maxwell","TX"
"78657","Horseshoe Bay",6531,"78657","Horseshoe Bay","TX"
"78658","Ottine",69,"78658","Ottine","TX"
"78659","Paige",3911,"78659","Paige","TX"
"78660","Pflugerville",110955,"78660","Pflugerville","TX"
"78660","Pflugerville",110955,"78691","Pflugerville","TX"
"78661","Prairie Lea",304,"78661","Prairie Lea","TX"
"78662","Red Rock",2890,"78662","Red Rock","TX"
"78663","Round Mountain",815,"78663","Round Mountain","TX"
"78664","Round Rock",60287,"78683","Round Rock","TX"
"78664","Round Rock",60287,"78664","Round Rock","TX"
"78664","Round Rock",60287,"78682","Round Rock","TX"
"78665","Round Rock",61577,"78665","Round Rock","TX"
"78666","San Marcos",86584,"78667","San Marcos","TX"
"78666","San Marcos",86584,"78666","San Marcos","TX"
"78669","Spicewood",12415,"78669","Spicewood","TX"
"78670","Staples",106,"78670","Staples","TX"
"78671","Stonewall",624,"78671","Stonewall","TX"
"78672","Tow",984,"78672","Tow","TX"
"78674","Weir",287,"78674","Weir","TX"
"78675","Willow City",178,"78675","Willow City","TX"
"78676","Wimberley",14713,"78676","Wimberley","TX"
"78677","Wrightsboro",55,"78677","Wrightsboro","TX"
"78681","Round Rock",57503,"78680","Round Rock","TX"
"78681","Round Rock",57503,"78681","Round Rock","TX"
"78701","Austin",11625,"78774","Austin","TX"
"78701","Austin",11625,"78778","Austin","TX"
"78701","Austin",11625,"78711","Austin","TX"
"78701","Austin",11625,"78773","Austin","TX"
"78701","Austin",11625,"78768","Austin","TX"
"78701","Austin",11625,"78767","Austin","TX"
"78701","Austin",11625,"78701","Austin","TX"
"78702","Austin",25910,"78702","Austin","TX"
"78702","Austin",25910,"78762","Austin","TX"
"78703","Austin",22194,"78703","Austin","TX"
"78703","Austin",22194,"78763","Austin","TX"
"78704","Austin",49197,"78772","Austin","TX"
"78704","Austin",49197,"73301","Austin","TX"
"78704","Austin",49197,"78764","Austin","TX"
"78704","Austin",49197,"78704","Austin","TX"
"78705","Austin",36535,"78705","Austin","TX"
"78712","Austin",351,"78712","Austin","TX"
"78712","Austin",351,"78713","Austin","TX"
"78717","Austin",36987,"78651","Mc Neil","TX"
"78717","Austin",36987,"78717","Austin","TX"
"78719","Austin",2004,"78719","Austin","TX"
"78721","Austin",11316,"78721","Austin","TX"
"78721","Austin",11316,"78799","Austin","TX"
"78722","Austin",6618,"78722","Austin","TX"
"78723","Austin",34522,"78723","Austin","TX"
"78723","Austin",34522,"78783","Austin","TX"
"78724","Austin",29680,"78724","Austin","TX"
"78725","Austin",10301,"78725","Austin","TX"
"78726","Austin",15618,"78726","Austin","TX"
"78727","Austin",29928,"78727","Austin","TX"
"78728","Austin",25555,"78728","Austin","TX"
"78729","Austin",31829,"78729","Austin","TX"
"78730","Austin",9403,"78730","Austin","TX"
"78731","Austin",27240,"78755","Austin","TX"
"78731","Austin",27240,"78779","Austin","TX"
"78731","Austin",27240,"78731","Austin","TX"
"78732","Austin",19128,"78732","Austin","TX"
"78733","Austin",9347,"78733","Austin","TX"
"78734","Austin",22963,"78734","Austin","TX"
"78735","Austin",20983,"78709","Austin","TX"
"78735","Austin",20983,"78735","Austin","TX"
"78736","Austin",10165,"78736","Austin","TX"
"78737","Austin",20996,"78737","Austin","TX"
"78738","Austin",29529,"78738","Austin","TX"
"78739","Austin",21854,"78739","Austin","TX"
"78741","Austin",49344,"78741","Austin","TX"
"78742","Austin",964,"78742","Austin","TX"
"78744","Austin",51048,"73344","Austin","TX"
"78744","Austin",51048,"78744","Austin","TX"
"78744","Austin",51048,"78760","Austin","TX"
"78745","Austin",59843,"78745","Austin","TX"
"78745","Austin",59843,"78715","Austin","TX"
"78746","Austin",29106,"78716","Austin","TX"
"78746","Austin",29106,"78746","Austin","TX"
"78747","Austin",21891,"78747","Austin","TX"
"78748","Austin",55226,"78748","Austin","TX"
"78749","Austin",35239,"78749","Austin","TX"
"78750","Austin",28348,"78750","Austin","TX"
"78751","Austin",17071,"78751","Austin","TX"
"78751","Austin",17071,"78765","Austin","TX"
"78752","Austin",19289,"78761","Austin","TX"
"78752","Austin",19289,"78752","Austin","TX"
"78753","Austin",58761,"78753","Austin","TX"
"78754","Austin",27020,"78754","Austin","TX"
"78754","Austin",27020,"78714","Austin","TX"
"78754","Austin",27020,"78710","Austin","TX"
"78756","Austin",8426,"78756","Austin","TX"
"78757","Austin",23847,"78757","Austin","TX"
"78757","Austin",23847,"78766","Austin","TX"
"78758","Austin",49831,"78708","Austin","TX"
"78758","Austin",49831,"78758","Austin","TX"
"78758","Austin",49831,"78718","Austin","TX"
"78759","Austin",42333,"78759","Austin","TX"
"78759","Austin",42333,"78720","Austin","TX"
"78801","Uvalde",21051,"78801","Uvalde","TX"
"78827","Asherton",863,"78827","Asherton","TX"
"78828","Barksdale",158,"78828","Barksdale","TX"
"78829","Batesville",858,"78829","Batesville","TX"
"78830","Big Wells",509,"78830","Big Wells","TX"
"78832","Brackettville",3127,"78832","Brackettville","TX"
"78833","Camp Wood",817,"78833","Camp Wood","TX"
"78834","Carrizo Springs",7061,"78834","Carrizo Springs","TX"
"78836","Catarina",85,"78836","Catarina","TX"
"78837","Comstock",216,"78837","Comstock","TX"
"78838","Concan",264,"78838","Concan","TX"
"78839","Crystal City",7364,"78839","Crystal City","TX"
"78840","Del Rio",47147,"78840","Del Rio","TX"
"78840","Del Rio",47147,"78847","Del Rio","TX"
"78841","Del Rio",1,"78841","Del Rio","TX"
"78843","Laughlin AFB",168,"78843","Laughlin AFB","TX"
"78850","D Hanis",1075,"78850","D Hanis","TX"
"78851","Dryden",33,"78851","Dryden","TX"
"78852","Eagle Pass",56712,"78852","Eagle Pass","TX"
"78852","Eagle Pass",56712,"78853","Eagle Pass","TX"
"78860","El Indio",237,"78860","El Indio","TX"
"78861","Hondo",13298,"78861","Hondo","TX"
"78870","Knippa",868,"78870","Knippa","TX"
"78871","Langtry",23,"78871","Langtry","TX"
"78872","La Pryor",1491,"78872","La Pryor","TX"
"78873","Leakey",1559,"78873","Leakey","TX"
"78877","Quemado",936,"78877","Quemado","TX"
"78879","Rio Frio",307,"78879","Rio Frio","TX"
"78880","Rocksprings",1254,"78880","Rocksprings","TX"
"78881","Sabinal",1853,"78881","Sabinal","TX"
"78883","Tarpley",257,"78883","Tarpley","TX"
"78884","Utopia",949,"78884","Utopia","TX"
"78885","Vanderpool",129,"78885","Vanderpool","TX"
"78886","Yancey",463,"78886","Yancey","TX"
"78931","Bleiblerville",231,"78931","Bleiblerville","TX"
"78932","Carmine",897,"78932","Carmine","TX"
"78933","Cat Spring",1531,"78933","Cat Spring","TX"
"78934","Columbus",6770,"78934","Columbus","TX"
"78935","Alleyton",922,"78935","Alleyton","TX"
"78938","Ellinger",289,"78938","Ellinger","TX"
"78940","Fayetteville",1974,"78940","Fayetteville","TX"
"78941","Flatonia",3006,"78941","Flatonia","TX"
"78942","Giddings",8973,"78960","Warda","TX"
"78942","Giddings",8973,"78942","Giddings","TX"
"78943","Glidden",439,"78943","Glidden","TX"
"78944","Industry",532,"78944","Industry","TX"
"78945","La Grange",10483,"78945","La Grange","TX"
"78945","La Grange",10483,"78952","Plum","TX"
"78946","Ledbetter",1093,"78946","Ledbetter","TX"
"78947","Lexington",4828,"78947","Lexington","TX"
"78948","Lincoln",912,"78948","Lincoln","TX"
"78949","Muldoon",529,"78949","Muldoon","TX"
"78950","New Ulm",2151,"78950","New Ulm","TX"
"78951","Oakland",78,"78951","Oakland","TX"
"78953","Rosanky",1350,"78953","Rosanky","TX"
"78954","Round Top",1144,"78961","Warrenton","TX"
"78954","Round Top",1144,"78954","Round Top","TX"
"78956","Schulenburg",5161,"78956","Schulenburg","TX"
"78957","Smithville",10214,"78957","Smithville","TX"
"78959","Waelder",1723,"78959","Waelder","TX"
"78962","Weimar",4617,"78962","Weimar","TX"
"78963","West Point",988,"78963","West Point","TX"
"79001","Adrian",218,"79001","Adrian","TX"
"79002","Alanreed",26,"79002","Alanreed","TX"
"79003","Allison",166,"79003","Allison","TX"
"79005","Booker",1693,"79005","Booker","TX"
"79007","Borger",13819,"79007","Borger","TX"
"79009","Bovina",1931,"79009","Bovina","TX"
"79010","Boys Ranch",506,"79010","Boys Ranch","TX"
"79011","Briscoe",253,"79011","Briscoe","TX"
"79012","Bushland",22,"79012","Bushland","TX"
"79013","Cactus",2995,"79013","Cactus","TX"
"79014","Canadian",3281,"79014","Canadian","TX"
"79015","Canyon",21710,"79015","Canyon","TX"
"79016","Canyon",668,"79016","Canyon","TX"
"79018","Channing",508,"79018","Channing","TX"
"79019","Claude",1713,"79019","Claude","TX"
"79021","Cotton Center",80,"79021","Cotton Center","TX"
"79022","Dalhart",10835,"79022","Dalhart","TX"
"79024","Darrouzett",388,"79024","Darrouzett","TX"
"79025","Dawn",73,"79025","Dawn","TX"
"79027","Dimmitt",4899,"79027","Dimmitt","TX"
"79029","Dumas",16230,"79029","Dumas","TX"
"79031","Earth",1188,"79031","Earth","TX"
"79032","Edmonson",125,"79032","Edmonson","TX"
"79033","Farnsworth",97,"79033","Farnsworth","TX"
"79034","Follett",521,"79034","Follett","TX"
"79035","Friona",5266,"79035","Friona","TX"
"79036","Fritch",4643,"79036","Fritch","TX"
"79039","Groom",772,"79039","Groom","TX"
"79040","Gruver",1685,"79040","Gruver","TX"
"79041","Hale Center",2880,"79041","Hale Center","TX"
"79042","Happy",1190,"79042","Happy","TX"
"79043","Hart",1278,"79043","Hart","TX"
"79044","Hartley",517,"79044","Hartley","TX"
"79045","Hereford",18621,"79045","Hereford","TX"
"79046","Higgins",451,"79046","Higgins","TX"
"79051","Kerrick",22,"79051","Kerrick","TX"
"79052","Kress",1102,"79052","Kress","TX"
"79053","Lazbuddie",92,"79053","Lazbuddie","TX"
"79054","Lefors",505,"79054","Lefors","TX"
"79056","Lipscomb",93,"79056","Lipscomb","TX"
"79057","Mclean",966,"79057","McLean","TX"
"79058","Masterson",51,"79058","Masterson","TX"
"79059","Miami",764,"79059","Miami","TX"
"79061","Mobeetie",275,"79061","Mobeetie","TX"
"79062","Morse",227,"79062","Morse","TX"
"79063","Nazareth",667,"79063","Nazareth","TX"
"79064","Olton",2456,"79064","Olton","TX"
"79065","Pampa",19750,"79065","Pampa","TX"
"79066","Pampa",5,"79066","Pampa","TX"
"79068","Panhandle",3054,"79068","Panhandle","TX"
"79070","Perryton",9671,"79070","Perryton","TX"
"79072","Plainview",25590,"79072","Plainview","TX"
"79073","Plainview",4,"79073","Plainview","TX"
"79078","Sanford",333,"79078","Sanford","TX"
"79079","Shamrock",2461,"79079","Shamrock","TX"
"79079","Shamrock",2461,"79077","Samnorwood","TX"
"79080","Skellytown",528,"79080","Skellytown","TX"
"79081","Spearman",3742,"79081","Spearman","TX"
"79082","Springlake",342,"79082","Springlake","TX"
"79083","Stinnett",2321,"79083","Stinnett","TX"
"79084","Stratford",2236,"79084","Stratford","TX"
"79085","Summerfield",34,"79085","Summerfield","TX"
"79086","Sunray",2122,"79086","Sunray","TX"
"79087","Texline",720,"79087","Texline","TX"
"79088","Tulia",5331,"79088","Tulia","TX"
"79091","Umbarger",117,"79091","Umbarger","TX"
"79092","Vega",1121,"79092","Vega","TX"
"79093","Waka",70,"79093","Waka","TX"
"79094","Wayside",25,"79094","Wayside","TX"
"79095","Wellington",2293,"79095","Wellington","TX"
"79096","Wheeler",2033,"79096","Wheeler","TX"
"79097","White Deer",1093,"79097","White Deer","TX"
"79098","Wildorado",526,"79098","Wildorado","TX"
"79101","Amarillo",2307,"79174","Amarillo","TX"
"79101","Amarillo",2307,"79172","Amarillo","TX"
"79101","Amarillo",2307,"79166","Amarillo","TX"
"79101","Amarillo",2307,"79105","Amarillo","TX"
"79101","Amarillo",2307,"79101","Amarillo","TX"
"79102","Amarillo",9252,"79102","Amarillo","TX"
"79103","Amarillo",10532,"79103","Amarillo","TX"
"79103","Amarillo",10532,"79189","Amarillo","TX"
"79103","Amarillo",10532,"79120","Amarillo","TX"
"79104","Amarillo",7166,"79104","Amarillo","TX"
